iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.4782110091743119,0.3628832439706267,50.0,10.0
1,20,0.4873853211009174,0.3446089434790285,100.0,20.0
2,30,0.44380733944954126,0.4099089860095465,150.0,30.0
3,40,0.44036697247706424,0.40305810397553515,200.0,40.0
4,50,0.5424311926605505,0.5227685154069309,250.0,50.0
5,60,0.4908256880733945,0.3292307692307692,300.0,60.0
6,70,0.49770642201834864,0.36720303263261145,350.0,70.0
7,80,0.5126146788990825,0.44865548406293,400.0,80.0
8,90,0.5229357798165137,0.5045454545454545,450.0,90.0
9,100,0.4908256880733945,0.3292307692307692,500.0,100.0
10,110,0.5103211009174312,0.3399735878823331,550.0,110.0
11,120,0.5080275229357798,0.37440862912329115,600.0,120.0
12,130,0.5091743119266054,0.3373860182370821,650.0,130.0
13,140,0.5229357798165137,0.4794627482493399,700.0,140.0
14,150,0.5137614678899083,0.5016390614216701,750.0,150.0
15,160,0.5068807339449541,0.3363774733637747,800.0,160.0
16,170,0.5114678899082569,0.3425507061696931,850.0,170.0
17,180,0.5194954128440367,0.4535123209811913,900.0,180.0
18,190,0.5022935779816514,0.33435114503816793,950.0,190.0
19,200,0.5745412844036697,0.5687558902294507,1000.0,200.0
20,210,0.5837155963302753,0.5775909810918398,1050.0,210.0
21,220,0.5206422018348624,0.4543211650857526,1100.0,220.0
22,230,0.5011467889908257,0.34572813876110586,1150.0,230.0
23,240,0.5160550458715596,0.41256776517013927,1200.0,240.0
24,250,0.5091743119266054,0.3373860182370821,1250.0,250.0
25,260,0.5791284403669725,0.5787245525929534,1300.0,260.0
26,270,0.4919724770642202,0.3317314096409511,1350.0,270.0
27,280,0.5848623853211009,0.5845476752021563,1400.0,280.0
28,290,0.5286697247706422,0.4882738709718873,1450.0,290.0
29,300,0.533256880733945,0.4681962781651255,1500.0,300.0
30,310,0.5607798165137615,0.5606128181345753,1550.0,310.0
