iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.4908256880733945,0.3292307692307692,50.0,10.0
1,20,0.4827981651376147,0.3294537890348596,100.0,20.0
2,30,0.5114678899082569,0.3425507061696931,150.0,30.0
3,40,0.49426605504587157,0.33670369929574184,200.0,40.0
4,50,0.4919724770642202,0.33756214170452187,250.0,50.0
5,60,0.5091743119266054,0.3373860182370821,300.0,60.0
6,70,0.49655963302752293,0.3435435219148648,350.0,70.0
7,80,0.481651376146789,0.45581567451441696,400.0,80.0
8,90,0.5091743119266054,0.3373860182370821,450.0,90.0
9,100,0.4908256880733945,0.3292307692307692,500.0,100.0
10,110,0.49426605504587157,0.3620306084359836,550.0,110.0
11,120,0.5114678899082569,0.3425507061696931,600.0,120.0
12,130,0.4908256880733945,0.3292307692307692,650.0,130.0
13,140,0.4908256880733945,0.3292307692307692,700.0,140.0
14,150,0.46788990825688076,0.367087973970717,750.0,150.0
15,160,0.5229357798165137,0.48923132378120215,800.0,160.0
16,170,0.4908256880733945,0.3292307692307692,850.0,170.0
17,180,0.4908256880733945,0.3292307692307692,900.0,180.0
18,190,0.5149082568807339,0.42238362123639367,950.0,190.0
19,200,0.5057339449541285,0.3399682129905254,1000.0,200.0
20,210,0.5091743119266054,0.3373860182370821,1050.0,210.0
21,220,0.4954128440366973,0.3391754850088184,1100.0,220.0
22,230,0.4919724770642202,0.3394651031166695,1150.0,230.0
23,240,0.4919724770642202,0.3522425250562161,1200.0,240.0
24,250,0.481651376146789,0.37227021379609104,1250.0,250.0
25,260,0.4793577981651376,0.46896311200536556,1300.0,260.0
26,270,0.5091743119266054,0.3373860182370821,1350.0,270.0
27,280,0.5401376146788991,0.5338843988733416,1400.0,280.0
28,290,0.5011467889908257,0.33988023451898025,1450.0,290.0
29,300,0.49655963302752293,0.3793071019857542,1500.0,300.0
30,310,0.4724770642201835,0.43866955504430527,1550.0,310.0
