iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.24789473684210525,0.10161410865371183,50.0,10.0
1,20,0.23026315789473684,0.13026776938249532,100.0,20.0
2,30,0.27421052631578946,0.1939839255095098,150.0,30.0
3,40,0.2798684210526316,0.17740810543363977,200.0,40.0
4,50,0.24618421052631578,0.15659814967512586,250.0,50.0
5,60,0.266578947368421,0.17424536452605593,300.0,60.0
6,70,0.3232894736842105,0.23650714640282,350.0,70.0
7,80,0.3218421052631579,0.22270255811794298,400.0,80.0
8,90,0.3051315789473684,0.2074586884371742,450.0,90.0
9,100,0.25144736842105264,0.10381780579468437,500.0,100.0
10,110,0.24657894736842106,0.14918151935881135,550.0,110.0
11,120,0.2939473684210526,0.22663863233848955,600.0,120.0
12,130,0.2843421052631579,0.16594606618918517,650.0,130.0
13,140,0.4382894736842105,0.3581653278544995,700.0,140.0
14,150,0.3194736842105263,0.23212018580368818,750.0,150.0
15,160,0.2506578947368421,0.1029591944329592,800.0,160.0
16,170,0.25342105263157894,0.1536364320169929,850.0,170.0
17,180,0.3286842105263158,0.25054079792533496,900.0,180.0
18,190,0.33144736842105266,0.25780532114248195,950.0,190.0
19,200,0.3856578947368421,0.2778435914683706,1000.0,200.0
20,210,0.27092105263157895,0.1551859606362923,1050.0,210.0
21,220,0.3547368421052632,0.3111575991545703,1100.0,220.0
22,230,0.3861842105263158,0.345645591878906,1150.0,230.0
23,240,0.4980263157894737,0.38628122033126655,1200.0,240.0
24,250,0.26960526315789474,0.13933985721617165,1250.0,250.0
25,260,0.3411842105263158,0.2696025679890702,1300.0,260.0
26,270,0.26842105263157895,0.17760483352332018,1350.0,270.0
27,280,0.3721052631578947,0.32789643144467256,1400.0,280.0
28,290,0.2835526315789474,0.18986404078210303,1450.0,290.0
29,300,0.3513157894736842,0.246821594997516,1500.0,300.0
30,310,0.4763157894736842,0.39213066051628476,1550.0,310.0
