iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.4873853211009174,0.3276792598303778,50.0,10.0
1,20,0.5091743119266054,0.3373860182370821,100.0,20.0
2,30,0.49426605504587157,0.38966103389661033,150.0,30.0
3,40,0.5080275229357798,0.33688212927756656,200.0,40.0
4,50,0.5355504587155964,0.5327922528922667,250.0,50.0
5,60,0.5011467889908257,0.3532425681378358,300.0,60.0
6,70,0.5011467889908257,0.44148571983880064,350.0,70.0
7,80,0.49426605504587157,0.33863841569854936,400.0,80.0
8,90,0.5091743119266054,0.3373860182370821,450.0,90.0
9,100,0.5011467889908257,0.38344307673802835,500.0,100.0
10,110,0.5091743119266054,0.3373860182370821,550.0,110.0
11,120,0.5607798165137615,0.5550445453733963,600.0,120.0
12,130,0.5103211009174312,0.3399735878823331,650.0,130.0
13,140,0.4908256880733945,0.3292307692307692,700.0,140.0
14,150,0.5091743119266054,0.3373860182370821,750.0,150.0
15,160,0.4919724770642202,0.3336955528072872,800.0,160.0
16,170,0.5653669724770642,0.5582083327206399,850.0,170.0
17,180,0.5091743119266054,0.3373860182370821,900.0,180.0
18,190,0.4908256880733945,0.3292307692307692,950.0,190.0
19,200,0.5011467889908257,0.35688309046056815,1000.0,200.0
20,210,0.4908256880733945,0.3331679894179894,1050.0,210.0
21,220,0.5091743119266054,0.3435536637703592,1100.0,220.0
22,230,0.5091743119266054,0.3373860182370821,1150.0,230.0
23,240,0.5091743119266054,0.3895594941346575,1200.0,240.0
24,250,0.5309633027522935,0.47034494229675405,1250.0,250.0
25,260,0.5091743119266054,0.3373860182370821,1300.0,260.0
26,270,0.4908256880733945,0.3292307692307692,1350.0,270.0
27,280,0.5091743119266054,0.3373860182370821,1400.0,280.0
28,290,0.533256880733945,0.3982791214194281,1450.0,290.0
29,300,0.5298165137614679,0.39299272650716144,1500.0,300.0
30,310,0.5091743119266054,0.3373860182370821,1550.0,310.0
