iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.5504587155963303,0.5429182712879761,50.0,10.0
1,20,0.5309633027522935,0.46846939490270245,100.0,20.0
2,30,0.5263761467889908,0.526360574412876,150.0,30.0
3,40,0.4461009174311927,0.38191695906947665,200.0,40.0
4,50,0.5091743119266054,0.3373860182370821,250.0,50.0
5,60,0.4908256880733945,0.3292307692307692,300.0,60.0
6,70,0.5068807339449541,0.3927773279352227,350.0,70.0
7,80,0.536697247706422,0.46665697744834433,400.0,80.0
8,90,0.4908256880733945,0.3292307692307692,450.0,90.0
9,100,0.5091743119266054,0.3373860182370821,500.0,100.0
10,110,0.5091743119266054,0.3373860182370821,550.0,110.0
11,120,0.49311926605504586,0.33810063541130003,600.0,120.0
12,130,0.5,0.3684308448785674,650.0,130.0
13,140,0.4380733944954128,0.3660044988634138,700.0,140.0
14,150,0.551605504587156,0.5466684749296307,750.0,150.0
15,160,0.48509174311926606,0.3434692861179256,800.0,160.0
16,170,0.5172018348623854,0.35919845695982683,850.0,170.0
17,180,0.47706422018348627,0.4089611872146119,900.0,180.0
18,190,0.5091743119266054,0.3373860182370821,950.0,190.0
19,200,0.5091743119266054,0.3373860182370821,1000.0,200.0
20,210,0.5057339449541285,0.33587204874333587,1050.0,210.0
21,220,0.5091743119266054,0.3373860182370821,1100.0,220.0
22,230,0.5091743119266054,0.3373860182370821,1150.0,230.0
23,240,0.5091743119266054,0.3373860182370821,1200.0,240.0
24,250,0.5596330275229358,0.49498069498069497,1250.0,250.0
25,260,0.4908256880733945,0.4803169898846724,1300.0,260.0
26,270,0.5378440366972477,0.5355713177464736,1350.0,270.0
27,280,0.5091743119266054,0.3373860182370821,1400.0,280.0
28,290,0.5068807339449541,0.3404861575262954,1450.0,290.0
29,300,0.5091743119266054,0.3394640897667339,1500.0,300.0
30,310,0.5091743119266054,0.3373860182370821,1550.0,310.0
