iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.4908256880733945,0.3292307692307692,50.0,10.0
1,20,0.5091743119266054,0.3373860182370821,100.0,20.0
2,30,0.46788990825688076,0.44529262086514,150.0,30.0
3,40,0.5103211009174312,0.3399735878823331,200.0,40.0
4,50,0.5389908256880734,0.5389035041565822,250.0,50.0
5,60,0.5091743119266054,0.3373860182370821,300.0,60.0
6,70,0.47706422018348627,0.44421335122442135,350.0,70.0
7,80,0.5137614678899083,0.3740214005146959,400.0,80.0
8,90,0.5091743119266054,0.3373860182370821,450.0,90.0
9,100,0.45871559633027525,0.4586899682776834,500.0,100.0
10,110,0.45871559633027525,0.45120669884530257,550.0,110.0
11,120,0.5378440366972477,0.4996233819305912,600.0,120.0
12,130,0.5447247706422018,0.5328548315055535,650.0,130.0
13,140,0.5091743119266054,0.3373860182370821,700.0,140.0
14,150,0.5080275229357798,0.33688212927756656,750.0,150.0
15,160,0.5091743119266054,0.3373860182370821,800.0,160.0
16,170,0.5091743119266054,0.3373860182370821,850.0,170.0
17,180,0.5080275229357798,0.33895384898118586,900.0,180.0
18,190,0.49770642201834864,0.4922981214541317,950.0,190.0
19,200,0.5091743119266054,0.4620852670721513,1000.0,200.0
20,210,0.4827981651376147,0.35096668784605606,1050.0,210.0
21,220,0.5653669724770642,0.5522952980493996,1100.0,220.0
22,230,0.5091743119266054,0.3394640897667339,1150.0,230.0
23,240,0.5034403669724771,0.3719449818108629,1200.0,240.0
24,250,0.5057339449541285,0.43046696822979413,1250.0,250.0
25,260,0.5091743119266054,0.3373860182370821,1300.0,260.0
26,270,0.5229357798165137,0.5198415849971674,1350.0,270.0
27,280,0.5091743119266054,0.3373860182370821,1400.0,280.0
28,290,0.5607798165137615,0.5396069835887044,1450.0,290.0
29,300,0.5091743119266054,0.3373860182370821,1500.0,300.0
30,310,0.5091743119266054,0.3373860182370821,1550.0,310.0
