iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.22302631578947368,0.17741692395573927,50.0,10.0
1,20,0.25092105263157893,0.10884673796409855,100.0,20.0
2,30,0.2343421052631579,0.1615268554305622,150.0,30.0
3,40,0.24157894736842106,0.18396410548145725,200.0,40.0
4,50,0.2563157894736842,0.11804566318329121,250.0,50.0
5,60,0.21894736842105264,0.18422232680710532,300.0,60.0
6,70,0.19986842105263158,0.1447973673116279,350.0,70.0
7,80,0.38276315789473686,0.3275163107145356,400.0,80.0
8,90,0.3497368421052632,0.2877127766843052,450.0,90.0
9,100,0.24157894736842106,0.10768612637683789,500.0,100.0
10,110,0.31894736842105265,0.2397132751797215,550.0,110.0
11,120,0.24973684210526315,0.10123265701158961,600.0,120.0
12,130,0.3038157894736842,0.19150535319491405,650.0,130.0
13,140,0.2505263157894737,0.18229757764860346,700.0,140.0
14,150,0.2556578947368421,0.11243623506757768,750.0,150.0
15,160,0.3756578947368421,0.3609854860498547,800.0,160.0
16,170,0.31894736842105265,0.23470918758341816,850.0,170.0
17,180,0.33026315789473687,0.24451920229601698,900.0,180.0
18,190,0.3148684210526316,0.2774610514401093,950.0,190.0
19,200,0.43315789473684213,0.37304778342997047,1000.0,200.0
20,210,0.3343421052631579,0.24231382430561482,1050.0,210.0
21,220,0.4276315789473684,0.36221865292168776,1100.0,220.0
22,230,0.3601315789473684,0.2745639614358932,1150.0,230.0
23,240,0.3589473684210526,0.29138441053033115,1200.0,240.0
24,250,0.3611842105263158,0.3051772889205252,1250.0,250.0
25,260,0.2736842105263158,0.14989934343555972,1300.0,260.0
26,270,0.44776315789473686,0.38056460968041944,1350.0,270.0
27,280,0.27421052631578946,0.1609562681418718,1400.0,280.0
28,290,0.4631578947368421,0.45587462202141493,1450.0,290.0
29,300,0.33263157894736844,0.27181067363113226,1500.0,300.0
30,310,0.40210526315789474,0.2978097284116944,1550.0,310.0
