iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.48623853211009177,0.35941230486685033,50.0,10.0
1,20,0.4908256880733945,0.3292307692307692,100.0,20.0
2,30,0.5103211009174312,0.39775011928734905,150.0,30.0
3,40,0.4919724770642202,0.3317314096409511,200.0,40.0
4,50,0.5447247706422018,0.511629317702492,250.0,50.0
5,60,0.5091743119266054,0.3373860182370821,300.0,60.0
6,70,0.5298165137614679,0.47995880631403787,350.0,70.0
7,80,0.5091743119266054,0.3373860182370821,400.0,80.0
8,90,0.44495412844036697,0.4407056378941119,450.0,90.0
9,100,0.5194954128440367,0.38397209253704667,500.0,100.0
10,110,0.5091743119266054,0.3373860182370821,550.0,110.0
11,120,0.5091743119266054,0.3373860182370821,600.0,120.0
12,130,0.5091743119266054,0.3373860182370821,650.0,130.0
13,140,0.5091743119266054,0.3373860182370821,700.0,140.0
14,150,0.4598623853211009,0.45605022150704255,750.0,150.0
15,160,0.536697247706422,0.4735527062972593,800.0,160.0
16,170,0.5584862385321101,0.5567227695188147,850.0,170.0
17,180,0.4908256880733945,0.3292307692307692,900.0,180.0
18,190,0.5275229357798165,0.4821942290507625,950.0,190.0
19,200,0.5114678899082569,0.47695323060286565,1000.0,200.0
20,210,0.5091743119266054,0.3373860182370821,1050.0,210.0
21,220,0.4701834862385321,0.47018069912412214,1100.0,220.0
22,230,0.5080275229357798,0.33688212927756656,1150.0,230.0
23,240,0.5149082568807339,0.5033546745299214,1200.0,240.0
24,250,0.4896788990825688,0.48430686957365343,1250.0,250.0
25,260,0.5011467889908257,0.43161027273176805,1300.0,260.0
26,270,0.5103211009174312,0.35006589340105954,1350.0,270.0
27,280,0.4908256880733945,0.3292307692307692,1400.0,280.0
28,290,0.5470183486238532,0.5046587446196856,1450.0,290.0
29,300,0.555045871559633,0.5425716016267197,1500.0,300.0
30,310,0.5091743119266054,0.3373860182370821,1550.0,310.0
