iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.5504587155963303,0.5429182712879761,50.0,10.0
1,20,0.4782110091743119,0.3469003445250476,100.0,20.0
2,30,0.5091743119266054,0.3373860182370821,150.0,30.0
3,40,0.5091743119266054,0.3373860182370821,200.0,40.0
4,50,0.5080275229357798,0.34100337700360955,250.0,50.0
5,60,0.4908256880733945,0.3292307692307692,300.0,60.0
6,70,0.5091743119266054,0.3373860182370821,350.0,70.0
7,80,0.4908256880733945,0.3292307692307692,400.0,80.0
8,90,0.551605504587156,0.5202285215751665,450.0,90.0
9,100,0.5091743119266054,0.3373860182370821,500.0,100.0
10,110,0.4908256880733945,0.3292307692307692,550.0,110.0
11,120,0.4552752293577982,0.36613844870725604,600.0,120.0
12,130,0.5068807339449541,0.3363774733637747,650.0,130.0
13,140,0.4908256880733945,0.4224683166662689,700.0,140.0
14,150,0.5172018348623854,0.4712753930019371,750.0,150.0
15,160,0.5068807339449541,0.5015712151262024,800.0,160.0
16,170,0.4896788990825688,0.44594129582114317,850.0,170.0
17,180,0.49655963302752293,0.4965589709396449,900.0,180.0
18,190,0.4782110091743119,0.4602661123679267,950.0,190.0
19,200,0.5160550458715596,0.5160448624876376,1000.0,200.0
20,210,0.5080275229357798,0.40490125116327164,1050.0,210.0
21,220,0.4908256880733945,0.3292307692307692,1100.0,220.0
22,230,0.5091743119266054,0.3956016194331984,1150.0,230.0
23,240,0.5103211009174312,0.5072357511616242,1200.0,240.0
24,250,0.5080275229357798,0.3470217055481371,1250.0,250.0
25,260,0.5126146788990825,0.407698639113306,1300.0,260.0
26,270,0.4908256880733945,0.3292307692307692,1350.0,270.0
27,280,0.47706422018348627,0.4242957746478873,1400.0,280.0
28,290,0.5057339449541285,0.3399682129905254,1450.0,290.0
29,300,0.4827981651376147,0.46359248130350994,1500.0,300.0
30,310,0.5412844036697247,0.4251054852320675,1550.0,310.0
