iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.5091743119266054,0.3373860182370821,50.0,10.0
1,20,0.5126146788990825,0.3930709203016631,100.0,20.0
2,30,0.4724770642201835,0.4118337087087087,150.0,30.0
3,40,0.5080275229357798,0.33895384898118586,200.0,40.0
4,50,0.5137614678899083,0.3921786533921655,250.0,50.0
5,60,0.5229357798165137,0.42751811731434486,300.0,60.0
6,70,0.5137614678899083,0.45235217442824976,350.0,70.0
7,80,0.5091743119266054,0.3373860182370821,400.0,80.0
8,90,0.5103211009174312,0.3399735878823331,450.0,90.0
9,100,0.5080275229357798,0.33688212927756656,500.0,100.0
10,110,0.49311926605504586,0.37117573352824473,550.0,110.0
11,120,0.5275229357798165,0.493500707732043,600.0,120.0
12,130,0.5091743119266054,0.35147458487116934,650.0,130.0
13,140,0.5091743119266054,0.3394640897667339,700.0,140.0
14,150,0.5091743119266054,0.3373860182370821,750.0,150.0
15,160,0.5137614678899083,0.3575355700592892,800.0,160.0
16,170,0.4793577981651376,0.4175787962243721,850.0,170.0
17,180,0.5091743119266054,0.3373860182370821,900.0,180.0
18,190,0.5091743119266054,0.3373860182370821,950.0,190.0
19,200,0.4919724770642202,0.3317314096409511,1000.0,200.0
20,210,0.5091743119266054,0.3373860182370821,1050.0,210.0
21,220,0.48853211009174313,0.32819722650231126,1100.0,220.0
22,230,0.5286697247706422,0.5245674382447869,1150.0,230.0
23,240,0.4908256880733945,0.3312097949933323,1200.0,240.0
24,250,0.4954128440366973,0.3391754850088184,1250.0,250.0
25,260,0.5263761467889908,0.41606795699343163,1300.0,260.0
26,270,0.5114678899082569,0.34459688346883466,1350.0,270.0
27,280,0.5103211009174312,0.3399735878823331,1400.0,280.0
28,290,0.5298165137614679,0.3895434210975651,1450.0,290.0
29,300,0.5894495412844036,0.588668405934593,1500.0,300.0
30,310,0.4896788990825688,0.3287143956889915,1550.0,310.0
