iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.18789473684210525,0.12000263571840991,50.0,10.0
1,20,0.24671052631578946,0.09904912836767037,100.0,20.0
2,30,0.25223684210526315,0.17813365070796802,150.0,30.0
3,40,0.24973684210526315,0.10814729064154864,200.0,40.0
4,50,0.24894736842105264,0.1652579971948099,250.0,50.0
5,60,0.3593421052631579,0.325508150244047,300.0,60.0
6,70,0.20460526315789473,0.13319214990990103,350.0,70.0
7,80,0.26592105263157895,0.24160226306968566,400.0,80.0
8,90,0.24368421052631578,0.2085566152040395,450.0,90.0
9,100,0.2348684210526316,0.19867911918015255,500.0,100.0
10,110,0.21710526315789475,0.18316364950700556,550.0,110.0
11,120,0.2519736842105263,0.15030211825413156,600.0,120.0
12,130,0.2575,0.20211453694011788,650.0,130.0
13,140,0.2732894736842105,0.15754476156402814,700.0,140.0
14,150,0.24,0.11453441021171422,750.0,150.0
15,160,0.28671052631578947,0.16744805785562358,800.0,160.0
16,170,0.30223684210526314,0.1887003203828415,850.0,170.0
17,180,0.38105263157894737,0.3521135241295828,900.0,180.0
18,190,0.3505263157894737,0.27429228968172503,950.0,190.0
19,200,0.3051315789473684,0.23209935768656703,1000.0,200.0
20,210,0.28960526315789475,0.19313446748227062,1050.0,210.0
21,220,0.3257894736842105,0.27429852257239073,1100.0,220.0
22,230,0.3436842105263158,0.27967532567307507,1150.0,230.0
23,240,0.23828947368421052,0.17606648733043223,1200.0,240.0
24,250,0.3567105263157895,0.2361638876928396,1250.0,250.0
25,260,0.3194736842105263,0.2277716440887073,1300.0,260.0
26,270,0.4064473684210526,0.3270528064311635,1350.0,270.0
27,280,0.32210526315789473,0.2465401045765846,1400.0,280.0
28,290,0.2777631578947368,0.1567549717282867,1450.0,290.0
29,300,0.3957894736842105,0.35161115297699386,1500.0,300.0
30,310,0.35657894736842105,0.2956743132582876,1550.0,310.0
