iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.275,0.20398840895534115,50.0,10.0
1,20,0.24868421052631579,0.10226183318010672,100.0,20.0
2,30,0.19881578947368422,0.1800472589571847,150.0,30.0
3,40,0.32592105263157894,0.2577484897314911,200.0,40.0
4,50,0.19013157894736843,0.1596381612101865,250.0,50.0
5,60,0.24855263157894736,0.14828714060782588,300.0,60.0
6,70,0.26552631578947367,0.18188456751517268,350.0,70.0
7,80,0.29947368421052634,0.19750542958779954,400.0,80.0
8,90,0.20355263157894737,0.10992726022966097,450.0,90.0
9,100,0.22342105263157894,0.17021808246528314,500.0,100.0
10,110,0.31434210526315787,0.2226807633053886,550.0,110.0
11,120,0.3285526315789474,0.224624507359127,600.0,120.0
12,130,0.3153947368421053,0.23596563294879472,650.0,130.0
13,140,0.27131578947368423,0.18483485014883508,700.0,140.0
14,150,0.22078947368421054,0.12692245846699335,750.0,150.0
15,160,0.35697368421052633,0.2667356909873493,800.0,160.0
16,170,0.3167105263157895,0.24396311759768316,850.0,170.0
17,180,0.26842105263157895,0.1692201381532935,900.0,180.0
18,190,0.33907894736842104,0.2560372489691451,950.0,190.0
19,200,0.24960526315789475,0.1001151434873507,1000.0,200.0
20,210,0.35092105263157897,0.24317532411246778,1050.0,210.0
21,220,0.48328947368421055,0.41828051478028205,1100.0,220.0
22,230,0.3618421052631579,0.34970285718286925,1150.0,230.0
23,240,0.3781578947368421,0.26815510283208577,1200.0,240.0
24,250,0.45592105263157895,0.4001701623468792,1250.0,250.0
25,260,0.4556578947368421,0.3719939524173642,1300.0,260.0
26,270,0.28578947368421054,0.21821858001952832,1350.0,270.0
27,280,0.3444736842105263,0.2616876861217954,1400.0,280.0
28,290,0.34407894736842104,0.23250386014942986,1450.0,290.0
29,300,0.2794736842105263,0.16534025682872344,1500.0,300.0
30,310,0.2789473684210526,0.15691666606829177,1550.0,310.0
