iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.2507894736842105,0.1042356015144108,50.0,10.0
1,20,0.17026315789473684,0.11448209060176699,100.0,20.0
2,30,0.2563157894736842,0.11977338787176875,150.0,30.0
3,40,0.2507894736842105,0.10196188570489151,200.0,40.0
4,50,0.2914473684210526,0.19553905281309492,250.0,50.0
5,60,0.3130263157894737,0.25665015437904204,300.0,60.0
6,70,0.2727631578947368,0.14463187384283088,350.0,70.0
7,80,0.3373684210526316,0.2779730295975365,400.0,80.0
8,90,0.3136842105263158,0.21498468267711354,450.0,90.0
9,100,0.25473684210526315,0.11995770269476409,500.0,100.0
10,110,0.2606578947368421,0.2134584820907892,550.0,110.0
11,120,0.30197368421052634,0.2835132478454648,600.0,120.0
12,130,0.2425,0.13405937591599673,650.0,130.0
13,140,0.32960526315789473,0.22089808097134758,700.0,140.0
14,150,0.3130263157894737,0.22746185791876306,750.0,150.0
15,160,0.30894736842105264,0.209213733980313,800.0,160.0
16,170,0.2517105263157895,0.20712809835012705,850.0,170.0
17,180,0.3078947368421053,0.2744055197508288,900.0,180.0
18,190,0.24184210526315789,0.10042450286155837,950.0,190.0
19,200,0.24144736842105263,0.12068518330997458,1000.0,200.0
20,210,0.31934210526315787,0.21251539178762865,1050.0,210.0
21,220,0.28592105263157896,0.18514232075158743,1100.0,220.0
22,230,0.30026315789473684,0.1996954115987701,1150.0,230.0
23,240,0.39039473684210524,0.3190052741531015,1200.0,240.0
24,250,0.3857894736842105,0.315729966834976,1250.0,250.0
25,260,0.38342105263157894,0.26190394583164944,1300.0,260.0
26,270,0.3910526315789474,0.3450812938086078,1350.0,270.0
27,280,0.3194736842105263,0.22595225402180905,1400.0,280.0
28,290,0.435,0.4180086795297119,1450.0,290.0
29,300,0.4189473684210526,0.3653716401311125,1500.0,300.0
30,310,0.4789473684210526,0.3979390382404125,1550.0,310.0
