iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.26552631578947367,0.18682709851675314,50.0,10.0
1,20,0.24960526315789475,0.10118087645661175,100.0,20.0
2,30,0.24921052631578947,0.10001950576703765,150.0,30.0
3,40,0.2523684210526316,0.11214882429382776,200.0,40.0
4,50,0.2714473684210526,0.17630855911365872,250.0,50.0
5,60,0.26907894736842103,0.15430791662750099,300.0,60.0
6,70,0.30644736842105263,0.2061821459506612,350.0,70.0
7,80,0.3418421052631579,0.22801595594534613,400.0,80.0
8,90,0.3448684210526316,0.2347085670104409,450.0,90.0
9,100,0.2623684210526316,0.16628594710078665,500.0,100.0
10,110,0.3107894736842105,0.21367342370149867,550.0,110.0
11,120,0.24289473684210527,0.20256531751293547,600.0,120.0
12,130,0.2623684210526316,0.16518616814792703,650.0,130.0
13,140,0.25684210526315787,0.1208680575957232,700.0,140.0
14,150,0.25355263157894736,0.1085290020909681,750.0,150.0
15,160,0.2468421052631579,0.1095734694651481,800.0,160.0
16,170,0.2501315789473684,0.10027354688737965,850.0,170.0
17,180,0.32171052631578945,0.21491365055630093,900.0,180.0
18,190,0.38921052631578945,0.37671234999159986,950.0,190.0
19,200,0.3730263157894737,0.2803636045470849,1000.0,200.0
20,210,0.3101315789473684,0.24313274275321947,1050.0,210.0
21,220,0.3121052631578947,0.19786895896107867,1100.0,220.0
22,230,0.45289473684210524,0.43065175165383945,1150.0,230.0
23,240,0.26644736842105265,0.20550346124697666,1200.0,240.0
24,250,0.3131578947368421,0.22101314728436824,1250.0,250.0
25,260,0.32223684210526315,0.2120000534940491,1300.0,260.0
26,270,0.3163157894736842,0.22099230612903653,1350.0,270.0
27,280,0.35868421052631577,0.24735088918087458,1400.0,280.0
28,290,0.3898684210526316,0.31132645757040345,1450.0,290.0
29,300,0.4052631578947368,0.34752965637556776,1500.0,300.0
30,310,0.4077631578947368,0.35384615014811344,1550.0,310.0
