iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.5080275229357798,0.33688212927756656,50.0,10.0
1,20,0.5091743119266054,0.35906577365619097,100.0,20.0
2,30,0.49311926605504586,0.3361717372134039,150.0,30.0
3,40,0.49655963302752293,0.34729537336209176,200.0,40.0
4,50,0.4908256880733945,0.3292307692307692,250.0,50.0
5,60,0.5091743119266054,0.3373860182370821,300.0,60.0
6,70,0.5091743119266054,0.3373860182370821,350.0,70.0
7,80,0.4782110091743119,0.37028519370285196,400.0,80.0
8,90,0.5103211009174312,0.3399735878823331,450.0,90.0
9,100,0.4908256880733945,0.3292307692307692,500.0,100.0
10,110,0.5103211009174312,0.3399735878823331,550.0,110.0
11,120,0.5103211009174312,0.34203564921903573,600.0,120.0
12,130,0.48394495412844035,0.3613904892100381,650.0,130.0
13,140,0.5217889908256881,0.40144493113614255,700.0,140.0
14,150,0.518348623853211,0.4993191922174648,750.0,150.0
15,160,0.48394495412844035,0.3706334083954039,800.0,160.0
16,170,0.5091743119266054,0.3373860182370821,850.0,170.0
17,180,0.48509174311926606,0.4838366060893696,900.0,180.0
18,190,0.536697247706422,0.5070054352997811,950.0,190.0
19,200,0.5091743119266054,0.3373860182370821,1000.0,200.0
20,210,0.4896788990825688,0.39626751304970165,1050.0,210.0
21,220,0.5080275229357798,0.33895384898118586,1100.0,220.0
22,230,0.49770642201834864,0.33432794199665367,1150.0,230.0
23,240,0.4908256880733945,0.3292307692307692,1200.0,240.0
24,250,0.5091743119266054,0.508667719852554,1250.0,250.0
25,260,0.4908256880733945,0.3292307692307692,1300.0,260.0
26,270,0.4954128440366973,0.342995698512288,1350.0,270.0
27,280,0.5103211009174312,0.34809046167529534,1400.0,280.0
28,290,0.5068807339449541,0.4244524807976865,1450.0,290.0
29,300,0.5103211009174312,0.35776072471492465,1500.0,300.0
30,310,0.4908256880733945,0.3292307692307692,1550.0,310.0
