iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.5149082568807339,0.41048593963512575,50.0,10.0
1,20,0.4908256880733945,0.3292307692307692,100.0,20.0
2,30,0.5412844036697247,0.5203916068531199,150.0,30.0
3,40,0.4426605504587156,0.43296922080632816,200.0,40.0
4,50,0.4896788990825688,0.44030243630851157,250.0,50.0
5,60,0.49426605504587157,0.33863841569854936,300.0,60.0
6,70,0.5412844036697247,0.5351713256146187,350.0,70.0
7,80,0.4908256880733945,0.3292307692307692,400.0,80.0
8,90,0.5091743119266054,0.3373860182370821,450.0,90.0
9,100,0.5275229357798165,0.5177716212443356,500.0,100.0
10,110,0.46559633027522934,0.4538279569892473,550.0,110.0
11,120,0.5034403669724771,0.44498195635716853,600.0,120.0
12,130,0.5091743119266054,0.3373860182370821,650.0,130.0
13,140,0.5114678899082569,0.34459688346883466,700.0,140.0
14,150,0.5103211009174312,0.3399735878823331,750.0,150.0
15,160,0.5779816513761468,0.556947274825897,800.0,160.0
16,170,0.5424311926605505,0.4527497935590421,850.0,170.0
17,180,0.4908256880733945,0.3292307692307692,900.0,180.0
18,190,0.5676605504587156,0.5635131492818913,950.0,190.0
19,200,0.4736238532110092,0.4145468108914584,1000.0,200.0
20,210,0.5034403669724771,0.34681647940074906,1050.0,210.0
21,220,0.5057339449541285,0.35918976291357985,1100.0,220.0
22,230,0.5263761467889908,0.5218327073035043,1150.0,230.0
23,240,0.5240825688073395,0.5055088457181586,1200.0,240.0
24,250,0.5045871559633027,0.33944954128440363,1250.0,250.0
25,260,0.5355504587155964,0.512656227791401,1300.0,260.0
26,270,0.5034403669724771,0.4150307608646816,1350.0,270.0
27,280,0.5080275229357798,0.3760863800341237,1400.0,280.0
28,290,0.5091743119266054,0.3373860182370821,1450.0,290.0
29,300,0.5091743119266054,0.3373860182370821,1500.0,300.0
30,310,0.4644495412844037,0.36230059365814626,1550.0,310.0
