iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.2847368421052632,0.24901305693141995,50.0,10.0
1,20,0.2294736842105263,0.14533316383390582,100.0,20.0
2,30,0.20934210526315788,0.1300816171421354,150.0,30.0
3,40,0.2398684210526316,0.1372396586693568,200.0,40.0
4,50,0.24144736842105263,0.1249545723921459,250.0,50.0
5,60,0.24236842105263157,0.22563727175261755,300.0,60.0
6,70,0.24605263157894736,0.11002933709397997,350.0,70.0
7,80,0.25960526315789473,0.16074269312732725,400.0,80.0
8,90,0.33092105263157895,0.23222716316407355,450.0,90.0
9,100,0.26026315789473686,0.18596863978942918,500.0,100.0
10,110,0.28868421052631577,0.2529028677132626,550.0,110.0
11,120,0.2563157894736842,0.1685023008514771,600.0,120.0
12,130,0.26789473684210524,0.1660670785190354,650.0,130.0
13,140,0.2777631578947368,0.1861759259555814,700.0,140.0
14,150,0.39723684210526317,0.33585416027196124,750.0,150.0
15,160,0.2918421052631579,0.20591320363419313,800.0,160.0
16,170,0.365,0.24324057544081526,850.0,170.0
17,180,0.3655263157894737,0.30591676976797433,900.0,180.0
18,190,0.48460526315789476,0.42075307202744416,950.0,190.0
19,200,0.32013157894736843,0.23438741913757652,1000.0,200.0
20,210,0.33657894736842103,0.3098744048010312,1050.0,210.0
21,220,0.3068421052631579,0.20074026821684804,1100.0,220.0
22,230,0.33381578947368423,0.25230694772961737,1150.0,230.0
23,240,0.32105263157894737,0.22620826605104538,1200.0,240.0
24,250,0.25434210526315787,0.11499180670572393,1250.0,250.0
25,260,0.2930263157894737,0.1987488635569902,1300.0,260.0
26,270,0.29618421052631577,0.18334622360141486,1350.0,270.0
27,280,0.35973684210526313,0.24724871166771062,1400.0,280.0
28,290,0.4342105263157895,0.3074843312370959,1450.0,290.0
29,300,0.3923684210526316,0.3387912447364504,1500.0,300.0
30,310,0.5269736842105263,0.4843361207572434,1550.0,310.0
