iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.18394736842105264,0.11649051207670423,50.0,10.0
1,20,0.24039473684210527,0.1660792871158005,100.0,20.0
2,30,0.27723684210526317,0.2389444168982619,150.0,30.0
3,40,0.2388157894736842,0.11476691890341884,200.0,40.0
4,50,0.2875,0.2188101309517984,250.0,50.0
5,60,0.3025,0.22976989698249134,300.0,60.0
6,70,0.25605263157894737,0.1342619700187798,350.0,70.0
7,80,0.2582894736842105,0.119211269759702,400.0,80.0
8,90,0.25644736842105265,0.14707151395574836,450.0,90.0
9,100,0.27657894736842104,0.259972667040827,500.0,100.0
10,110,0.2781578947368421,0.16927647954451125,550.0,110.0
11,120,0.3236842105263158,0.28949222708300415,600.0,120.0
12,130,0.2777631578947368,0.18378968174433852,650.0,130.0
13,140,0.255,0.11260670650687918,700.0,140.0
14,150,0.4086842105263158,0.38430724635633035,750.0,150.0
15,160,0.28407894736842104,0.2012772104339688,800.0,160.0
16,170,0.4080263157894737,0.3012879483107056,850.0,170.0
17,180,0.2860526315789474,0.17549587495607766,900.0,180.0
18,190,0.3443421052631579,0.2497974479433492,950.0,190.0
19,200,0.2827631578947368,0.21106614122160366,1000.0,200.0
20,210,0.2894736842105263,0.23295186040479068,1050.0,210.0
21,220,0.26105263157894737,0.12576318278472978,1100.0,220.0
22,230,0.3236842105263158,0.27628829019502404,1150.0,230.0
23,240,0.35328947368421054,0.3260783235258156,1200.0,240.0
24,250,0.3815789473684211,0.2798306729239277,1250.0,250.0
25,260,0.3807894736842105,0.2718862065372019,1300.0,260.0
26,270,0.37355263157894736,0.30271598897559887,1350.0,270.0
27,280,0.3960526315789474,0.28526991645839817,1400.0,280.0
28,290,0.2739473684210526,0.16113353127345448,1450.0,290.0
29,300,0.3656578947368421,0.27365785723624875,1500.0,300.0
30,310,0.27039473684210524,0.14427005030738643,1550.0,310.0
