iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.49770642201834864,0.4895841685777058,50.0,10.0
1,20,0.5091743119266054,0.3373860182370821,100.0,20.0
2,30,0.48853211009174313,0.3834466314935065,150.0,30.0
3,40,0.5091743119266054,0.3373860182370821,200.0,40.0
4,50,0.5080275229357798,0.35663464928498334,250.0,50.0
5,60,0.5,0.3765709038436311,300.0,60.0
6,70,0.4908256880733945,0.3292307692307692,350.0,70.0
7,80,0.5091743119266054,0.345565749235474,400.0,80.0
8,90,0.4908256880733945,0.3292307692307692,450.0,90.0
9,100,0.48623853211009177,0.35104820758164723,500.0,100.0
10,110,0.5470183486238532,0.4652408077590075,550.0,110.0
11,120,0.5470183486238532,0.5400935995780676,600.0,120.0
12,130,0.49426605504587157,0.3551669380356463,650.0,130.0
13,140,0.5091743119266054,0.3373860182370821,700.0,140.0
14,150,0.4908256880733945,0.3292307692307692,750.0,150.0
15,160,0.49426605504587157,0.33670369929574184,800.0,160.0
16,170,0.5149082568807339,0.36000610747419504,850.0,170.0
17,180,0.5091743119266054,0.3373860182370821,900.0,180.0
18,190,0.5149082568807339,0.38967401825736026,950.0,190.0
19,200,0.49311926605504586,0.3342223634843533,1000.0,200.0
20,210,0.5091743119266054,0.3373860182370821,1050.0,210.0
21,220,0.4896788990825688,0.3345714515993504,1100.0,220.0
22,230,0.5103211009174312,0.3399735878823331,1150.0,230.0
23,240,0.5011467889908257,0.3550723528841691,1200.0,240.0
24,250,0.4724770642201835,0.4260531135531136,1250.0,250.0
25,260,0.5103211009174312,0.464529832791407,1300.0,260.0
26,270,0.5951834862385321,0.5839958915310128,1350.0,270.0
27,280,0.44495412844036697,0.4338725687458082,1400.0,280.0
28,290,0.5298165137614679,0.5296160829408205,1450.0,290.0
29,300,0.49770642201834864,0.4806559517010688,1500.0,300.0
30,310,0.4873853211009174,0.3446089434790285,1550.0,310.0
