iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.23223684210526316,0.1692617369680951,50.0,10.0
1,20,0.2532894736842105,0.10838706141199211,100.0,20.0
2,30,0.25026315789473685,0.10148603950097043,150.0,30.0
3,40,0.24447368421052632,0.10682865276561199,200.0,40.0
4,50,0.3398684210526316,0.2248316502654238,250.0,50.0
5,60,0.2505263157894737,0.10183041758256255,300.0,60.0
6,70,0.25407894736842107,0.11422782094579023,350.0,70.0
7,80,0.2528947368421053,0.11283130616579849,400.0,80.0
8,90,0.2528947368421053,0.10789590094320115,450.0,90.0
9,100,0.2685526315789474,0.13830535369959812,500.0,100.0
10,110,0.24157894736842106,0.20351265706725055,550.0,110.0
11,120,0.2755263157894737,0.19386072397519416,600.0,120.0
12,130,0.30776315789473685,0.26298968334629363,650.0,130.0
13,140,0.34460526315789475,0.3307370777253027,700.0,140.0
14,150,0.31144736842105264,0.20832609149087855,750.0,150.0
15,160,0.36605263157894735,0.3043947627217662,800.0,160.0
16,170,0.3131578947368421,0.24702521896706087,850.0,170.0
17,180,0.2638157894736842,0.1279114584646126,900.0,180.0
18,190,0.3725,0.3173911444369754,950.0,190.0
19,200,0.35328947368421054,0.28655492695794227,1000.0,200.0
20,210,0.3192105263157895,0.2570677321279651,1050.0,210.0
21,220,0.2373684210526316,0.1611109392519518,1100.0,220.0
22,230,0.39631578947368423,0.29746225217083816,1150.0,230.0
23,240,0.39092105263157895,0.33834616289479913,1200.0,240.0
24,250,0.25894736842105265,0.12091863556720747,1250.0,250.0
25,260,0.26710526315789473,0.18158862742928988,1300.0,260.0
26,270,0.33973684210526317,0.2698199445584881,1350.0,270.0
27,280,0.38644736842105265,0.35682969206591775,1400.0,280.0
28,290,0.46539473684210525,0.4065496514663759,1450.0,290.0
29,300,0.2917105263157895,0.21554280653579655,1500.0,300.0
30,310,0.2588157894736842,0.1923605868004138,1550.0,310.0
