iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.5321100917431193,0.4307219662058372,50.0,10.0
1,20,0.4908256880733945,0.3292307692307692,100.0,20.0
2,30,0.5091743119266054,0.3373860182370821,150.0,30.0
3,40,0.4908256880733945,0.3292307692307692,200.0,40.0
4,50,0.5091743119266054,0.3373860182370821,250.0,50.0
5,60,0.5217889908256881,0.40895577701093755,300.0,60.0
6,70,0.49311926605504586,0.3342223634843533,350.0,70.0
7,80,0.4908256880733945,0.3292307692307692,400.0,80.0
8,90,0.4908256880733945,0.3292307692307692,450.0,90.0
9,100,0.4908256880733945,0.3292307692307692,500.0,100.0
10,110,0.5252293577981652,0.5172657252888319,550.0,110.0
11,120,0.5149082568807339,0.36000610747419504,600.0,120.0
12,130,0.5091743119266054,0.3373860182370821,650.0,130.0
13,140,0.5022935779816514,0.3972683026272201,700.0,140.0
14,150,0.5022935779816514,0.3713279510947207,750.0,150.0
15,160,0.5986238532110092,0.5886171497584541,800.0,160.0
16,170,0.5252293577981652,0.37455301455301454,850.0,170.0
17,180,0.5355504587155964,0.5332664607625852,900.0,180.0
18,190,0.5137614678899083,0.5072816051514958,950.0,190.0
19,200,0.49655963302752293,0.39102948545612176,1000.0,200.0
20,210,0.5091743119266054,0.3373860182370821,1050.0,210.0
21,220,0.5137614678899083,0.3516819571865444,1100.0,220.0
22,230,0.5091743119266054,0.3373860182370821,1150.0,230.0
23,240,0.5504587155963303,0.5496033942077108,1200.0,240.0
24,250,0.5653669724770642,0.5457977551561729,1250.0,250.0
25,260,0.5,0.3353612060948066,1300.0,260.0
26,270,0.5275229357798165,0.5266239755448389,1350.0,270.0
27,280,0.5103211009174312,0.3399735878823331,1400.0,280.0
28,290,0.5091743119266054,0.3373860182370821,1450.0,290.0
29,300,0.5355504587155964,0.5332664607625852,1500.0,300.0
30,310,0.5378440366972477,0.44969408831741525,1550.0,310.0
