iter,labeled,acc,macro_f1,cost_human,cost_llm
0,10,0.2236842105263158,0.18227933322436932,50.0,10.0
1,20,0.09171052631578948,0.07076263293754147,100.0,20.0
2,30,0.21671052631578946,0.1512769672376268,150.0,30.0
3,40,0.20960526315789474,0.13364992898740413,200.0,40.0
4,50,0.2905263157894737,0.19203672805403327,250.0,50.0
5,60,0.2906578947368421,0.18695770643023474,300.0,60.0
6,70,0.3059210526315789,0.23060162073440446,350.0,70.0
7,80,0.3118421052631579,0.20900795629806337,400.0,80.0
8,90,0.2503947368421053,0.10313412995712477,450.0,90.0
9,100,0.33026315789473687,0.30113629196783476,500.0,100.0
10,110,0.2914473684210526,0.2430711088710658,550.0,110.0
11,120,0.25684210526315787,0.12943503827583838,600.0,120.0
12,130,0.2063157894736842,0.1344307408951249,650.0,130.0
13,140,0.31842105263157894,0.21776681012285445,700.0,140.0
14,150,0.27223684210526317,0.15404982289757044,750.0,150.0
15,160,0.26394736842105265,0.13211643265106043,800.0,160.0
16,170,0.29723684210526313,0.18838434048282066,850.0,170.0
17,180,0.32894736842105265,0.23120197373762114,900.0,180.0
18,190,0.2917105263157895,0.2622349508898627,950.0,190.0
19,200,0.32763157894736844,0.2705613219389012,1000.0,200.0
20,210,0.2739473684210526,0.20722052218293607,1050.0,210.0
21,220,0.3626315789473684,0.30116244767080075,1100.0,220.0
22,230,0.4106578947368421,0.3349954511891214,1150.0,230.0
23,240,0.355,0.25857473952572735,1200.0,240.0
24,250,0.2955263157894737,0.2290914724134669,1250.0,250.0
25,260,0.34710526315789475,0.22490362058410654,1300.0,260.0
26,270,0.25644736842105265,0.11534684726337797,1350.0,270.0
27,280,0.3773684210526316,0.33460847641861247,1400.0,280.0
28,290,0.2501315789473684,0.10029460838625802,1450.0,290.0
29,300,0.32302631578947366,0.24235959389364825,1500.0,300.0
30,310,0.28710526315789475,0.16767794719713136,1550.0,310.0
